     0.000     0.000     0.000     1.000     1.000     0.000     1.000    71.000    61.000     0.541     0.009     0.449     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     1.000    62.000    60.000     0.803     0.088     0.108     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     1.000    70.000    68.000     0.803     0.088     0.108     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     1.000    54.000    58.000     0.000     0.992     0.008     2.000
     0.000     0.000     0.000     1.000     1.000     0.000     1.000    73.000    63.000     0.541     0.009     0.449     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     1.000    74.000    77.000     0.541     0.009     0.449     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     1.000    84.000    85.000     0.541     0.009     0.449     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000   999.000   999.000     0.139     0.007     0.854     3.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000    57.000    49.000     0.371     0.020     0.609     3.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000    43.000    38.000     0.371     0.020     0.609     3.000
     0.000     0.000     0.000     1.000     0.000     1.000     1.000    24.500    34.500     0.806     0.015     0.179     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000   999.000   999.000     0.371     0.020     0.609     3.000
     0.000     0.000     0.000     1.000     1.000     1.000     1.000    59.000    45.000     0.959     0.011     0.030     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    22.000    22.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    49.500    30.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    24.500    44.500     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    57.000    52.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    39.000    48.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    46.000    32.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.000    42.000    32.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.000    57.000    32.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000    62.000    47.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     1.000    42.000    52.000     0.139     0.007     0.854     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     1.000    57.000    57.000     0.139     0.007     0.854     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    47.000    32.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    12.000    16.000     0.023     0.002     0.976     3.000
